ID,TEXT,TEXT_CLEANED,TOKENS,TOKENS_NO_STOP,TOKENS_LEMMATIZED,TEXT_PROCESSED,SENTIMENT
172,Muhyiddin expressed disappointment that no election preparation meetings had been held.,muhyiddin expressed disappointment that no election preparation meetings had been held,"['muhyiddin', 'expressed', 'disappointment', 'that', 'no', 'election', 'preparation', 'meetings', 'had', 'been', 'held']","['muhyiddin', 'expressed', 'disappointment', 'no', 'election', 'preparation', 'meetings', 'held']","['muhyiddin', 'express', 'disappointment', 'no', 'election', 'preparation', 'meeting', 'hold']",muhyiddin express disappointment no election preparation meeting hold,NEGATIVE
173,He criticised the coalition leadership for failing to coordinate election preparations.,he criticised the coalition leadership for failing to coordinate election preparations,"['he', 'criticised', 'the', 'coalition', 'leadership', 'for', 'failing', 'to', 'coordinate', 'election', 'preparations']","['criticised', 'coalition', 'leadership', 'failing', 'coordinate', 'election', 'preparations']","['criticise', 'coalition', 'leadership', 'fail', 'coordinate', 'election', 'preparation']",criticise coalition leadership fail coordinate election preparation,NEGATIVE
174,Muhyiddin compared the current leadership approach with his previous tenure.,muhyiddin compared the current leadership approach with his previous tenure,"['muhyiddin', 'compared', 'the', 'current', 'leadership', 'approach', 'with', 'his', 'previous', 'tenure']","['muhyiddin', 'compared', 'current', 'leadership', 'approach', 'previous', 'tenure']","['muhyiddin', 'compare', 'current', 'leadership', 'approach', 'previous', 'tenure']",muhyiddin compare current leadership approach previous tenure,NEUTRAL
175,He warned that a free-for-all contest would benefit political rivals.,he warned that a free for all contest would benefit political rivals,"['he', 'warned', 'that', 'a', 'free', 'for', 'all', 'contest', 'would', 'benefit', 'political', 'rivals']","['warned', 'free', 'contest', 'would', 'benefit', 'political', 'rivals']","['warn', 'free', 'contest', 'would', 'benefit', 'political', 'rival']",warn free contest would benefit political rival,NEGATIVE
176,Muhyiddin described the current political situation as critical for the coalition.,muhyiddin described the current political situation as critical for the coalition,"['muhyiddin', 'described', 'the', 'current', 'political', 'situation', 'as', 'critical', 'for', 'the', 'coalition']","['muhyiddin', 'described', 'current', 'political', 'situation', 'critical', 'coalition']","['muhyiddin', 'describe', 'current', 'political', 'situation', 'critical', 'coalition']",muhyiddin describe current political situation critical coalition,NEGATIVE
177,He warned that allowing parties to contest freely could lead to internal clashes.,he warned that allowing parties to contest freely could lead to internal clashes,"['he', 'warned', 'that', 'allowing', 'parties', 'to', 'contest', 'freely', 'could', 'lead', 'to', 'internal', 'clashes']","['warned', 'allowing', 'parties', 'contest', 'freely', 'could', 'lead', 'internal', 'clashes']","['warn', 'allow', 'party', 'contest', 'freely', 'could', 'lead', 'internal', 'clash']",warn allow party contest freely could lead internal clash,NEGATIVE
178,Muhyiddin said Bersatu has a strong track record.,muhyiddin said bersatu has a strong track record,"['muhyiddin', 'said', 'bersatu', 'has', 'a', 'strong', 'track', 'record']","['muhyiddin', 'said', 'bersatu', 'strong', 'track', 'record']","['muhyiddin', 'say', 'bersatu', 'strong', 'track', 'record']",muhyiddin say bersatu strong track record,POSITIVE
179,He said the party remains focused on addressing public concerns about the cost of living.,he said the party remains focused on addressing public concerns about the cost of living,"['he', 'said', 'the', 'party', 'remains', 'focused', 'on', 'addressing', 'public', 'concerns', 'about', 'the', 'cost', 'of', 'living']","['said', 'party', 'remains', 'focused', 'addressing', 'public', 'concerns', 'cost', 'living']","['say', 'party', 'remains', 'focus', 'address', 'public', 'concern', 'cost', 'living']",say party remains focus address public concern cost living,POSITIVE
180,Muhyiddin said the burden of rising living costs is affecting the public.,muhyiddin said the burden of rising living costs is affecting the public,"['muhyiddin', 'said', 'the', 'burden', 'of', 'rising', 'living', 'costs', 'is', 'affecting', 'the', 'public']","['muhyiddin', 'said', 'burden', 'rising', 'living', 'costs', 'affecting', 'public']","['muhyiddin', 'say', 'burden', 'rise', 'living', 'cost', 'affect', 'public']",muhyiddin say burden rise living cost affect public,NEGATIVE
181,He suggested that some parties were attempting to claim ownership of the coalition's identity.,he suggested that some parties were attempting to claim ownership of the coalitions identity,"['he', 'suggested', 'that', 'some', 'parties', 'were', 'attempting', 'to', 'claim', 'ownership', 'of', 'the', 'coalitions', 'identity']","['suggested', 'parties', 'attempting', 'claim', 'ownership', 'coalitions', 'identity']","['suggested', 'party', 'attempt', 'claim', 'ownership', 'coalition', 'identity']",suggested party attempt claim ownership coalition identity,NEGATIVE
182,Bersatu urged Johor and Negeri Sembilan voters to support the coalition in the elections.,bersatu urged johor and negeri sembilan voters to support the coalition in the elections,"['bersatu', 'urged', 'johor', 'and', 'negeri', 'sembilan', 'voters', 'to', 'support', 'the', 'coalition', 'in', 'the', 'elections']","['bersatu', 'urged', 'johor', 'negeri', 'sembilan', 'voters', 'support', 'coalition', 'elections']","['bersatu', 'urge', 'johor', 'negeri', 'sembilan', 'voter', 'support', 'coalition', 'election']",bersatu urge johor negeri sembilan voter support coalition election,POSITIVE
183,Anthony Loke and Onn Hafiz Ghazi met publicly after weeks of political conflict.,anthony loke and onn hafiz ghazi met publicly after weeks of political conflict,"['anthony', 'loke', 'and', 'onn', 'hafiz', 'ghazi', 'met', 'publicly', 'after', 'weeks', 'of', 'political', 'conflict']","['anthony', 'loke', 'onn', 'hafiz', 'ghazi', 'met', 'publicly', 'weeks', 'political', 'conflict']","['anthony', 'loke', 'onn', 'hafiz', 'ghazi', 'meet', 'publicly', 'week', 'political', 'conflict']",anthony loke onn hafiz ghazi meet publicly week political conflict,NEUTRAL
184,The two leaders shared a stage to launch a new railway service in Johor.,the two leaders shared a stage to launch a new railway service in johor,"['the', 'two', 'leaders', 'shared', 'a', 'stage', 'to', 'launch', 'a', 'new', 'railway', 'service', 'in', 'johor']","['two', 'leaders', 'shared', 'stage', 'launch', 'new', 'railway', 'service', 'johor']","['two', 'leader', 'share', 'stage', 'launch', 'new', 'railway', 'service', 'johor']",two leader share stage launch new railway service johor,POSITIVE
185,They shook hands and engaged in friendly dialogue during the event.,they shook hands and engaged in friendly dialogue during the event,"['they', 'shook', 'hands', 'and', 'engaged', 'in', 'friendly', 'dialogue', 'during', 'the', 'event']","['shook', 'hands', 'engaged', 'friendly', 'dialogue', 'event']","['shook', 'hand', 'engage', 'friendly', 'dialogue', 'event']",shook hand engage friendly dialogue event,POSITIVE
186,The new KTM Komuter southern service was officially launched in Kulai.,the new ktm komuter southern service was officially launched in kulai,"['the', 'new', 'ktm', 'komuter', 'southern', 'service', 'was', 'officially', 'launched', 'in', 'kulai']","['new', 'ktm', 'komuter', 'southern', 'service', 'officially', 'launched', 'kulai']","['new', 'ktm', 'komuter', 'southern', 'service', 'officially', 'launch', 'kulai']",new ktm komuter southern service officially launch kulai,NEUTRAL
187,Media closely watched the event because of tensions between the two politicians.,media closely watched the event because of tensions between the two politicians,"['media', 'closely', 'watched', 'the', 'event', 'because', 'of', 'tensions', 'between', 'the', 'two', 'politicians']","['media', 'closely', 'watched', 'event', 'tensions', 'two', 'politicians']","['medium', 'closely', 'watched', 'event', 'tension', 'two', 'politician']",medium closely watched event tension two politician,NEUTRAL
188,The interaction transformed a hostile political standoff into a display of professional civility.,the interaction transformed a hostile political standoff into a display of professional civility,"['the', 'interaction', 'transformed', 'a', 'hostile', 'political', 'standoff', 'into', 'a', 'display', 'of', 'professional', 'civility']","['interaction', 'transformed', 'hostile', 'political', 'standoff', 'display', 'professional', 'civility']","['interaction', 'transform', 'hostile', 'political', 'standoff', 'display', 'professional', 'civility']",interaction transform hostile political standoff display professional civility,POSITIVE
189,The two politicians appeared relaxed and communicated comfortably during the programme.,the two politicians appeared relaxed and communicated comfortably during the programme,"['the', 'two', 'politicians', 'appeared', 'relaxed', 'and', 'communicated', 'comfortably', 'during', 'the', 'programme']","['two', 'politicians', 'appeared', 'relaxed', 'communicated', 'comfortably', 'programme']","['two', 'politician', 'appear', 'relaxed', 'communicate', 'comfortably', 'programme']",two politician appear relaxed communicate comfortably programme,POSITIVE
190,The dispute began after Onn Hafiz rejected the idea of working with DAP.,the dispute began after onn hafiz rejected the idea of working with dap,"['the', 'dispute', 'began', 'after', 'onn', 'hafiz', 'rejected', 'the', 'idea', 'of', 'working', 'with', 'dap']","['dispute', 'began', 'onn', 'hafiz', 'rejected', 'idea', 'working', 'dap']","['dispute', 'begin', 'onn', 'hafiz', 'reject', 'idea', 'work', 'dap']",dispute begin onn hafiz reject idea work dap,NEGATIVE
191,The statement triggered a public response from Anthony Loke.,the statement triggered a public response from anthony loke,"['the', 'statement', 'triggered', 'a', 'public', 'response', 'from', 'anthony', 'loke']","['statement', 'triggered', 'public', 'response', 'anthony', 'loke']","['statement', 'trigger', 'public', 'response', 'anthony', 'loke']",statement trigger public response anthony loke,NEGATIVE
192,Loke responded by sharing a photograph highlighting cooperation within the federal government.,loke responded by sharing a photograph highlighting cooperation within the federal government,"['loke', 'responded', 'by', 'sharing', 'a', 'photograph', 'highlighting', 'cooperation', 'within', 'the', 'federal', 'government']","['loke', 'responded', 'sharing', 'photograph', 'highlighting', 'cooperation', 'within', 'federal', 'government']","['loke', 'respond', 'share', 'photograph', 'highlight', 'cooperation', 'within', 'federal', 'government']",loke respond share photograph highlight cooperation within federal government,NEUTRAL
193,Loke later invited Onn Hafiz to join the inaugural commuter train journey.,loke later invited onn hafiz to join the inaugural commuter train journey,"['loke', 'later', 'invited', 'onn', 'hafiz', 'to', 'join', 'the', 'inaugural', 'commuter', 'train', 'journey']","['loke', 'later', 'invited', 'onn', 'hafiz', 'join', 'inaugural', 'commuter', 'train', 'journey']","['loke', 'later', 'invite', 'onn', 'hafiz', 'join', 'inaugural', 'commuter', 'train', 'journey']",loke later invite onn hafiz join inaugural commuter train journey,POSITIVE
194,The disagreement evolved into a public debate between the two political leaders.,the disagreement evolved into a public debate between the two political leaders,"['the', 'disagreement', 'evolved', 'into', 'a', 'public', 'debate', 'between', 'the', 'two', 'political', 'leaders']","['disagreement', 'evolved', 'public', 'debate', 'two', 'political', 'leaders']","['disagreement', 'evolve', 'public', 'debate', 'two', 'political', 'leader']",disagreement evolve public debate two political leader,NEGATIVE
195,Onn Hafiz initially stated that no formal invitation had been received.,onn hafiz initially stated that no formal invitation had been received,"['onn', 'hafiz', 'initially', 'stated', 'that', 'no', 'formal', 'invitation', 'had', 'been', 'received']","['onn', 'hafiz', 'initially', 'stated', 'no', 'formal', 'invitation', 'received']","['onn', 'hafiz', 'initially', 'state', 'no', 'formal', 'invitation', 'receive']",onn hafiz initially state no formal invitation receive,NEUTRAL
196,He nevertheless indicated his willingness to attend if invited.,he nevertheless indicated his willingness to attend if invited,"['he', 'nevertheless', 'indicated', 'his', 'willingness', 'to', 'attend', 'if', 'invited']","['nevertheless', 'indicated', 'willingness', 'attend', 'invited']","['nevertheless', 'indicated', 'willingness', 'attend', 'invite']",nevertheless indicated willingness attend invite,POSITIVE
197,His attendance at the railway station ended several days of political manoeuvring.,his attendance at the railway station ended several days of political manoeuvring,"['his', 'attendance', 'at', 'the', 'railway', 'station', 'ended', 'several', 'days', 'of', 'political', 'manoeuvring']","['attendance', 'railway', 'station', 'ended', 'several', 'days', 'political', 'manoeuvring']","['attendance', 'railway', 'station', 'end', 'several', 'day', 'political', 'manoeuvring']",attendance railway station end several day political manoeuvring,POSITIVE
198,Anwar said political struggles are not solely about winning elections.,anwar said political struggles are not solely about winning elections,"['anwar', 'said', 'political', 'struggles', 'are', 'not', 'solely', 'about', 'winning', 'elections']","['anwar', 'said', 'political', 'struggles', 'not', 'solely', 'winning', 'elections']","['anwar', 'say', 'political', 'struggle', 'not', 'solely', 'win', 'election']",anwar say political struggle not solely win election,NEUTRAL
199,He said Malaysia should move away from politics based on hatred and abuse of power.,he said malaysia should move away from politics based on hatred and abuse of power,"['he', 'said', 'malaysia', 'should', 'move', 'away', 'from', 'politics', 'based', 'on', 'hatred', 'and', 'abuse', 'of', 'power']","['said', 'malaysia', 'move', 'away', 'politics', 'based', 'hatred', 'abuse', 'power']","['say', 'malaysia', 'move', 'away', 'politics', 'base', 'hatred', 'abuse', 'power']",say malaysia move away politics base hatred abuse power,POSITIVE
200,The government aims to build a more responsible political system.,the government aims to build a more responsible political system,"['the', 'government', 'aims', 'to', 'build', 'a', 'more', 'responsible', 'political', 'system']","['government', 'aims', 'build', 'responsible', 'political', 'system']","['government', 'aim', 'build', 'responsible', 'political', 'system']",government aim build responsible political system,POSITIVE
201,"Anwar said the future of Malaysia depends on accountability, justice and compassion.",anwar said the future of malaysia depends on accountability justice and compassion,"['anwar', 'said', 'the', 'future', 'of', 'malaysia', 'depends', 'on', 'accountability', 'justice', 'and', 'compassion']","['anwar', 'said', 'future', 'malaysia', 'depends', 'accountability', 'justice', 'compassion']","['anwar', 'say', 'future', 'malaysia', 'depend', 'accountability', 'justice', 'compassion']",anwar say future malaysia depend accountability justice compassion,POSITIVE
202,Several achievements have been recorded in improving governance.,several achievements have been recorded in improving governance,"['several', 'achievements', 'have', 'been', 'recorded', 'in', 'improving', 'governance']","['several', 'achievements', 'recorded', 'improving', 'governance']","['several', 'achievement', 'record', 'improve', 'governance']",several achievement record improve governance,POSITIVE
203,Efforts to combat leakage have been strengthened.,efforts to combat leakage have been strengthened,"['efforts', 'to', 'combat', 'leakage', 'have', 'been', 'strengthened']","['efforts', 'combat', 'leakage', 'strengthened']","['effort', 'combat', 'leakage', 'strengthen']",effort combat leakage strengthen,POSITIVE
204,Investment has increased and international confidence in Malaysia has improved.,investment has increased and international confidence in malaysia has improved,"['investment', 'has', 'increased', 'and', 'international', 'confidence', 'in', 'malaysia', 'has', 'improved']","['investment', 'increased', 'international', 'confidence', 'malaysia', 'improved']","['investment', 'increase', 'international', 'confidence', 'malaysia', 'improve']",investment increase international confidence malaysia improve,POSITIVE
205,Anwar acknowledged that the country's reform agenda remains incomplete.,anwar acknowledged that the countrys reform agenda remains incomplete,"['anwar', 'acknowledged', 'that', 'the', 'countrys', 'reform', 'agenda', 'remains', 'incomplete']","['anwar', 'acknowledged', 'countrys', 'reform', 'agenda', 'remains', 'incomplete']","['anwar', 'acknowledge', 'countrys', 'reform', 'agenda', 'remain', 'incomplete']",anwar acknowledge countrys reform agenda remain incomplete,NEGATIVE
206,He said the journey of reform is still long and far from perfect.,he said the journey of reform is still long and far from perfect,"['he', 'said', 'the', 'journey', 'of', 'reform', 'is', 'still', 'long', 'and', 'far', 'from', 'perfect']","['said', 'journey', 'reform', 'still', 'long', 'far', 'perfect']","['say', 'journey', 'reform', 'still', 'long', 'far', 'perfect']",say journey reform still long far perfect,NEGATIVE
207,Many issues still need to be corrected and addressed.,many issues still need to be corrected and addressed,"['many', 'issues', 'still', 'need', 'to', 'be', 'corrected', 'and', 'addressed']","['many', 'issues', 'still', 'need', 'corrected', 'addressed']","['many', 'issue', 'still', 'need', 'correct', 'address']",many issue still need correct address,NEGATIVE
208,More voices need to be heard and system loopholes need to be closed.,more voices need to be heard and system loopholes need to be closed,"['more', 'voices', 'need', 'to', 'be', 'heard', 'and', 'system', 'loopholes', 'need', 'to', 'be', 'closed']","['voices', 'need', 'heard', 'system', 'loopholes', 'need', 'closed']","['voice', 'need', 'heard', 'system', 'loophole', 'need', 'close']",voice need heard system loophole need close,NEGATIVE
209,Various national problems still require attention and solutions.,various national problems still require attention and solutions,"['various', 'national', 'problems', 'still', 'require', 'attention', 'and', 'solutions']","['various', 'national', 'problems', 'still', 'require', 'attention', 'solutions']","['various', 'national', 'problem', 'still', 'require', 'attention', 'solution']",various national problem still require attention solution,NEGATIVE
210,Anwar called on Johor voters to support a politics of hope and unity.,anwar called on johor voters to support a politics of hope and unity,"['anwar', 'called', 'on', 'johor', 'voters', 'to', 'support', 'a', 'politics', 'of', 'hope', 'and', 'unity']","['anwar', 'called', 'johor', 'voters', 'support', 'politics', 'hope', 'unity']","['anwar', 'call', 'johor', 'voter', 'support', 'politics', 'hope', 'unity']",anwar call johor voter support politics hope unity,POSITIVE
211,He urged Malaysians to strengthen efforts to build the nation together.,he urged malaysians to strengthen efforts to build the nation together,"['he', 'urged', 'malaysians', 'to', 'strengthen', 'efforts', 'to', 'build', 'the', 'nation', 'together']","['urged', 'malaysians', 'strengthen', 'efforts', 'build', 'nation', 'together']","['urged', 'malaysian', 'strengthen', 'effort', 'build', 'nation', 'together']",urged malaysian strengthen effort build nation together,POSITIVE
212,Anwar said the government will continue working to elevate the country's dignity and fairness.,anwar said the government will continue working to elevate the countrys dignity and fairness,"['anwar', 'said', 'the', 'government', 'will', 'continue', 'working', 'to', 'elevate', 'the', 'countrys', 'dignity', 'and', 'fairness']","['anwar', 'said', 'government', 'continue', 'working', 'elevate', 'countrys', 'dignity', 'fairness']","['anwar', 'say', 'government', 'continue', 'work', 'elevate', 'country', 'dignity', 'fairness']",anwar say government continue work elevate country dignity fairness,POSITIVE
213,Anwar Ibrahim called for the immediate reopening of the Strait of Hormuz.,anwar ibrahim called for the immediate reopening of the strait of hormuz,"['anwar', 'ibrahim', 'called', 'for', 'the', 'immediate', 'reopening', 'of', 'the', 'strait', 'of', 'hormuz']","['anwar', 'ibrahim', 'called', 'immediate', 'reopening', 'strait', 'hormuz']","['anwar', 'ibrahim', 'call', 'immediate', 'reopening', 'strait', 'hormuz']",anwar ibrahim call immediate reopening strait hormuz,NEUTRAL
214,He warned that prolonged disruption could affect global energy security and international trade.,he warned that prolonged disruption could affect global energy security and international trade,"['he', 'warned', 'that', 'prolonged', 'disruption', 'could', 'affect', 'global', 'energy', 'security', 'and', 'international', 'trade']","['warned', 'prolonged', 'disruption', 'could', 'affect', 'global', 'energy', 'security', 'international', 'trade']","['warn', 'prolonged', 'disruption', 'could', 'affect', 'global', 'energy', 'security', 'international', 'trade']",warn prolonged disruption could affect global energy security international trade,NEGATIVE
215,Anwar welcomed the understanding reached between the United States and Iran.,anwar welcomed the understanding reached between the united states and iran,"['anwar', 'welcomed', 'the', 'understanding', 'reached', 'between', 'the', 'united', 'states', 'and', 'iran']","['anwar', 'welcomed', 'understanding', 'reached', 'united', 'states', 'iran']","['anwar', 'welcome', 'understanding', 'reach', 'united', 'state', 'iran']",anwar welcome understanding reach united state iran,POSITIVE
216,He described the development as an important milestone for reducing tensions in West Asia.,he described the development as an important milestone for reducing tensions in west asia,"['he', 'described', 'the', 'development', 'as', 'an', 'important', 'milestone', 'for', 'reducing', 'tensions', 'in', 'west', 'asia']","['described', 'development', 'important', 'milestone', 'reducing', 'tensions', 'west', 'asia']","['describe', 'development', 'important', 'milestone', 'reduce', 'tension', 'west', 'asia']",describe development important milestone reduce tension west asia,POSITIVE
217,Malaysia welcomed the planned memorandum of understanding between the two countries.,malaysia welcomed the planned memorandum of understanding between the two countries,"['malaysia', 'welcomed', 'the', 'planned', 'memorandum', 'of', 'understanding', 'between', 'the', 'two', 'countries']","['malaysia', 'welcomed', 'planned', 'memorandum', 'understanding', 'two', 'countries']","['malaysia', 'welcome', 'plan', 'memorandum', 'understand', 'two', 'country']",malaysia welcome plan memorandum understand two country,POSITIVE
218,The agreement could represent a turning point after years of hostility.,the agreement could represent a turning point after years of hostility,"['the', 'agreement', 'could', 'represent', 'a', 'turning', 'point', 'after', 'years', 'of', 'hostility']","['agreement', 'could', 'represent', 'turning', 'point', 'years', 'hostility']","['agreement', 'could', 'represent', 'turn', 'point', 'year', 'hostility']",agreement could represent turn point year hostility,POSITIVE
219,Anwar praised diplomatic efforts that contributed to the current understanding.,anwar praised diplomatic efforts that contributed to the current understanding,"['anwar', 'praised', 'diplomatic', 'efforts', 'that', 'contributed', 'to', 'the', 'current', 'understanding']","['anwar', 'praised', 'diplomatic', 'efforts', 'contributed', 'current', 'understanding']","['anwar', 'praise', 'diplomatic', 'effort', 'contribute', 'current', 'understanding']",anwar praise diplomatic effort contribute current understanding,POSITIVE
220,Pakistan played a mediation role in the diplomatic process.,pakistan played a mediation role in the diplomatic process,"['pakistan', 'played', 'a', 'mediation', 'role', 'in', 'the', 'diplomatic', 'process']","['pakistan', 'played', 'mediation', 'role', 'diplomatic', 'process']","['pakistan', 'play', 'mediation', 'role', 'diplomatic', 'process']",pakistan play mediation role diplomatic process,NEUTRAL
221,The Prime Minister said reopening the Strait of Hormuz should be an urgent priority.,the prime minister said reopening the strait of hormuz should be an urgent priority,"['the', 'prime', 'minister', 'said', 'reopening', 'the', 'strait', 'of', 'hormuz', 'should', 'be', 'an', 'urgent', 'priority']","['prime', 'minister', 'said', 'reopening', 'strait', 'hormuz', 'urgent', 'priority']","['prime', 'minister', 'say', 'reopen', 'strait', 'hormuz', 'urgent', 'priority']",prime minister say reopen strait hormuz urgent priority,NEUTRAL
222,The Strait of Hormuz is a critical route for global energy security and trade.,the strait of hormuz is a critical route for global energy security and trade,"['the', 'strait', 'of', 'hormuz', 'is', 'a', 'critical', 'route', 'for', 'global', 'energy', 'security', 'and', 'trade']","['strait', 'hormuz', 'critical', 'route', 'global', 'energy', 'security', 'trade']","['strait', 'hormuz', 'critical', 'route', 'global', 'energy', 'security', 'trade']",strait hormuz critical route global energy security trade,NEUTRAL
223,Prolonged disruption would negatively affect all parties.,prolonged disruption would negatively affect all parties,"['prolonged', 'disruption', 'would', 'negatively', 'affect', 'all', 'parties']","['prolonged', 'disruption', 'would', 'negatively', 'affect', 'parties']","['prolonged', 'disruption', 'would', 'negatively', 'affect', 'party']",prolonged disruption would negatively affect party,NEGATIVE
224,Anwar urged all parties to proceed with the agreed diplomatic process.,anwar urged all parties to proceed with the agreed diplomatic process,"['anwar', 'urged', 'all', 'parties', 'to', 'proceed', 'with', 'the', 'agreed', 'diplomatic', 'process']","['anwar', 'urged', 'parties', 'proceed', 'agreed', 'diplomatic', 'process']","['anwar', 'urged', 'party', 'proceed', 'agree', 'diplomatic', 'process']",anwar urged party proceed agree diplomatic process,POSITIVE
225,He stressed the importance of achieving a durable and peaceful resolution.,he stressed the importance of achieving a durable and peaceful resolution,"['he', 'stressed', 'the', 'importance', 'of', 'achieving', 'a', 'durable', 'and', 'peaceful', 'resolution']","['stressed', 'importance', 'achieving', 'durable', 'peaceful', 'resolution']","['stress', 'importance', 'achieve', 'durable', 'peaceful', 'resolution']",stress importance achieve durable peaceful resolution,POSITIVE
226,He warned against actions that could undermine diplomatic progress or reignite hostilities.,he warned against actions that could undermine diplomatic progress or reignite hostilities,"['he', 'warned', 'against', 'actions', 'that', 'could', 'undermine', 'diplomatic', 'progress', 'or', 'reignite', 'hostilities']","['warned', 'against', 'actions', 'could', 'undermine', 'diplomatic', 'progress', 'reignite', 'hostilities']","['warn', 'against', 'action', 'could', 'undermine', 'diplomatic', 'progress', 'reignite', 'hostility']",warn against action could undermine diplomatic progress reignite hostility,NEGATIVE
227,Malaysia is prepared to support efforts aimed at achieving lasting peace.,malaysia is prepared to support efforts aimed at achieving lasting peace,"['malaysia', 'is', 'prepared', 'to', 'support', 'efforts', 'aimed', 'at', 'achieving', 'lasting', 'peace']","['malaysia', 'prepared', 'support', 'efforts', 'aimed', 'achieving', 'lasting', 'peace']","['malaysia', 'prepared', 'support', 'effort', 'aim', 'achieve', 'last', 'peace']",malaysia prepared support effort aim achieve last peace,POSITIVE
228,Malaysia called on the international community to maintain the current positive momentum.,malaysia called on the international community to maintain the current positive momentum,"['malaysia', 'called', 'on', 'the', 'international', 'community', 'to', 'maintain', 'the', 'current', 'positive', 'momentum']","['malaysia', 'called', 'international', 'community', 'maintain', 'current', 'positive', 'momentum']","['malaysia', 'call', 'international', 'community', 'maintain', 'current', 'positive', 'momentum']",malaysia call international community maintain current positive momentum,POSITIVE
229,The government set an inflation target of between 1.5 and 2.5 per cent for 2026.,the government set an inflation target of between 15 and 25 per cent for 2026,"['the', 'government', 'set', 'an', 'inflation', 'target', 'of', 'between', '15', 'and', '25', 'per', 'cent', 'for', '2026']","['government', 'set', 'inflation', 'target', '15', '25', 'per', 'cent', '2026']","['government', 'set', 'inflation', 'target', '15', '25', 'per', 'cent', '2026']",government set inflation target 15 25 per cent 2026,NEUTRAL
230,Policymakers are increasing efforts to protect consumers and businesses from external economic shocks.,policymakers are increasing efforts to protect consumers and businesses from external economic shocks,"['policymakers', 'are', 'increasing', 'efforts', 'to', 'protect', 'consumers', 'and', 'businesses', 'from', 'external', 'economic', 'shocks']","['policymakers', 'increasing', 'efforts', 'protect', 'consumers', 'businesses', 'external', 'economic', 'shocks']","['policymakers', 'increase', 'effort', 'protect', 'consumer', 'business', 'external', 'economic', 'shock']",policymakers increase effort protect consumer business external economic shock,POSITIVE
231,The government aims to prevent inflation from reducing living standards.,the government aims to prevent inflation from reducing living standards,"['the', 'government', 'aims', 'to', 'prevent', 'inflation', 'from', 'reducing', 'living', 'standards']","['government', 'aims', 'prevent', 'inflation', 'reducing', 'living', 'standards']","['government', 'aim', 'prevent', 'inflation', 'reduce', 'living', 'standard']",government aim prevent inflation reduce living standard,POSITIVE
232,Geopolitical conflicts and supply chain disruptions continue to create uncertainty in global markets.,geopolitical conflicts and supply chain disruptions continue to create uncertainty in global markets,"['geopolitical', 'conflicts', 'and', 'supply', 'chain', 'disruptions', 'continue', 'to', 'create', 'uncertainty', 'in', 'global', 'markets']","['geopolitical', 'conflicts', 'supply', 'chain', 'disruptions', 'continue', 'create', 'uncertainty', 'global', 'markets']","['geopolitical', 'conflict', 'supply', 'chain', 'disruption', 'continue', 'create', 'uncertainty', 'global', 'market']",geopolitical conflict supply chain disruption continue create uncertainty global market,NEGATIVE
233,Malaysia currently maintains one of the region's lowest inflation rates.,malaysia currently maintains one of the regions lowest inflation rates,"['malaysia', 'currently', 'maintains', 'one', 'of', 'the', 'regions', 'lowest', 'inflation', 'rates']","['malaysia', 'currently', 'maintains', 'one', 'regions', 'lowest', 'inflation', 'rates']","['malaysia', 'currently', 'maintain', 'one', 'region', 'low', 'inflation', 'rate']",malaysia currently maintain one region low inflation rate,POSITIVE
234,"Consumer prices are rising at around 1.9 per cent, below the projected global inflation rate.",consumer prices are rising at around 19 per cent below the projected global inflation rate,"['consumer', 'prices', 'are', 'rising', 'at', 'around', '19', 'per', 'cent', 'below', 'the', 'projected', 'global', 'inflation', 'rate']","['consumer', 'prices', 'rising', 'around', '19', 'per', 'cent', 'projected', 'global', 'inflation', 'rate']","['consumer', 'price', 'rise', 'around', '19', 'per', 'cent', 'project', 'global', 'inflation', 'rate']",consumer price rise around 19 per cent project global inflation rate,POSITIVE
235,The minister stated that inflation should remain within a manageable range.,the minister stated that inflation should remain within a manageable range,"['the', 'minister', 'stated', 'that', 'inflation', 'should', 'remain', 'within', 'a', 'manageable', 'range']","['minister', 'stated', 'inflation', 'remain', 'within', 'manageable', 'range']","['minister', 'state', 'inflation', 'remain', 'within', 'manageable', 'range']",minister state inflation remain within manageable range,NEUTRAL
236,The government's strategy focuses on protecting the domestic economy from external risks.,the governments strategy focuses on protecting the domestic economy from external risks,"['the', 'governments', 'strategy', 'focuses', 'on', 'protecting', 'the', 'domestic', 'economy', 'from', 'external', 'risks']","['governments', 'strategy', 'focuses', 'protecting', 'domestic', 'economy', 'external', 'risks']","['government', 'strategy', 'focus', 'protect', 'domestic', 'economy', 'external', 'risk']",government strategy focus protect domestic economy external risk,POSITIVE
237,Volatile oil markets and higher import costs pose risks to the economy.,volatile oil markets and higher import costs pose risks to the economy,"['volatile', 'oil', 'markets', 'and', 'higher', 'import', 'costs', 'pose', 'risks', 'to', 'the', 'economy']","['volatile', 'oil', 'markets', 'higher', 'import', 'costs', 'pose', 'risks', 'economy']","['volatile', 'oil', 'market', 'high', 'import', 'cost', 'pose', 'risk', 'economy']",volatile oil market high import cost pose risk economy,NEGATIVE
